id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kelompok_umur,jumlah_kematian,satuan,tahun
538,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,< 20 TAHUN,0.0,JIWA,2018
539,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,20-34 TAHUN,0.0,JIWA,2018
540,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,>= 35 TAHUN,0.0,JIWA,2018
541,32,JAWA BARAT,3271,KOTA BOGOR,< 20 TAHUN,0.0,JIWA,2018
542,32,JAWA BARAT,3271,KOTA BOGOR,20-34 TAHUN,2.0,JIWA,2018
543,32,JAWA BARAT,3271,KOTA BOGOR,>= 35 TAHUN,1.0,JIWA,2018
544,32,JAWA BARAT,3272,KOTA SUKABUMI,< 20 TAHUN,0.0,JIWA,2018
545,32,JAWA BARAT,3272,KOTA SUKABUMI,20-34 TAHUN,0.0,JIWA,2018
546,32,JAWA BARAT,3272,KOTA SUKABUMI,>= 35 TAHUN,1.0,JIWA,2018
547,32,JAWA BARAT,3273,KOTA BANDUNG,< 20 TAHUN,0.0,JIWA,2018
548,32,JAWA BARAT,3273,KOTA BANDUNG,20-34 TAHUN,8.0,JIWA,2018
549,32,JAWA BARAT,3273,KOTA BANDUNG,>= 35 TAHUN,5.0,JIWA,2018
550,32,JAWA BARAT,3274,KOTA CIREBON,< 20 TAHUN,0.0,JIWA,2018
551,32,JAWA BARAT,3274,KOTA CIREBON,20-34 TAHUN,0.0,JIWA,2018
552,32,JAWA BARAT,3274,KOTA CIREBON,>= 35 TAHUN,0.0,JIWA,2018
553,32,JAWA BARAT,3275,KOTA BEKASI,< 20 TAHUN,0.0,JIWA,2018
554,32,JAWA BARAT,3275,KOTA BEKASI,20-34 TAHUN,2.0,JIWA,2018
555,32,JAWA BARAT,3275,KOTA BEKASI,>= 35 TAHUN,1.0,JIWA,2018
556,32,JAWA BARAT,3276,KOTA DEPOK,< 20 TAHUN,0.0,JIWA,2018
557,32,JAWA BARAT,3276,KOTA DEPOK,20-34 TAHUN,1.0,JIWA,2018
558,32,JAWA BARAT,3276,KOTA DEPOK,>= 35 TAHUN,0.0,JIWA,2018
559,32,JAWA BARAT,3277,KOTA CIMAHI,< 20 TAHUN,0.0,JIWA,2018
560,32,JAWA BARAT,3277,KOTA CIMAHI,20-34 TAHUN,5.0,JIWA,2018
561,32,JAWA BARAT,3277,KOTA CIMAHI,>= 35 TAHUN,2.0,JIWA,2018
562,32,JAWA BARAT,3278,KOTA TASIKMALAYA,< 20 TAHUN,0.0,JIWA,2018
563,32,JAWA BARAT,3278,KOTA TASIKMALAYA,20-34 TAHUN,3.0,JIWA,2018
564,32,JAWA BARAT,3278,KOTA TASIKMALAYA,>= 35 TAHUN,3.0,JIWA,2018
565,32,JAWA BARAT,3279,KOTA BANJAR,< 20 TAHUN,0.0,JIWA,2018
566,32,JAWA BARAT,3279,KOTA BANJAR,20-34 TAHUN,0.0,JIWA,2018
567,32,JAWA BARAT,3279,KOTA BANJAR,>= 35 TAHUN,0.0,JIWA,2018
568,32,JAWA BARAT,3201,KABUPATEN BOGOR,< 20 TAHUN,8.0,JIWA,2019
569,32,JAWA BARAT,3201,KABUPATEN BOGOR,20-34 TAHUN,4.0,JIWA,2019
570,32,JAWA BARAT,3201,KABUPATEN BOGOR,>=35 TAHUN,5.0,JIWA,2019
571,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,< 20 TAHUN,2.0,JIWA,2019
572,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,20-34 TAHUN,3.0,JIWA,2019
573,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,>=35 TAHUN,3.0,JIWA,2019
574,32,JAWA BARAT,3203,KABUPATEN CIANJUR,< 20 TAHUN,0.0,JIWA,2019
575,32,JAWA BARAT,3203,KABUPATEN CIANJUR,20-34 TAHUN,0.0,JIWA,2019
576,32,JAWA BARAT,3203,KABUPATEN CIANJUR,>=35 TAHUN,0.0,JIWA,2019
577,32,JAWA BARAT,3204,KABUPATEN BANDUNG,< 20 TAHUN,1.0,JIWA,2019
578,32,JAWA BARAT,3204,KABUPATEN BANDUNG,20-34 TAHUN,4.0,JIWA,2019
579,32,JAWA BARAT,3204,KABUPATEN BANDUNG,>=35 TAHUN,3.0,JIWA,2019
580,32,JAWA BARAT,3205,KABUPATEN GARUT,< 20 TAHUN,0.0,JIWA,2019
581,32,JAWA BARAT,3205,KABUPATEN GARUT,20-34 TAHUN,0.0,JIWA,2019
582,32,JAWA BARAT,3205,KABUPATEN GARUT,>=35 TAHUN,0.0,JIWA,2019
583,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,< 20 TAHUN,0.0,JIWA,2019
584,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,20-34 TAHUN,3.0,JIWA,2019
585,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,>=35 TAHUN,2.0,JIWA,2019
586,32,JAWA BARAT,3207,KABUPATEN CIAMIS,< 20 TAHUN,0.0,JIWA,2019
587,32,JAWA BARAT,3207,KABUPATEN CIAMIS,20-34 TAHUN,2.0,JIWA,2019
588,32,JAWA BARAT,3207,KABUPATEN CIAMIS,>=35 TAHUN,0.0,JIWA,2019
589,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,< 20 TAHUN,0.0,JIWA,2019
590,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,20-34 TAHUN,4.0,JIWA,2019
591,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,>=35 TAHUN,1.0,JIWA,2019
592,32,JAWA BARAT,3209,KABUPATEN CIREBON,< 20 TAHUN,0.0,JIWA,2019
593,32,JAWA BARAT,3209,KABUPATEN CIREBON,20-34 TAHUN,7.0,JIWA,2019
594,32,JAWA BARAT,3209,KABUPATEN CIREBON,>=35 TAHUN,5.0,JIWA,2019
595,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,< 20 TAHUN,0.0,JIWA,2019
596,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,20-34 TAHUN,2.0,JIWA,2019
597,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,>=35 TAHUN,1.0,JIWA,2019
598,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,< 20 TAHUN,0.0,JIWA,2019
599,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,20-34 TAHUN,0.0,JIWA,2019
600,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,>=35 TAHUN,3.0,JIWA,2019
601,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,< 20 TAHUN,6.0,JIWA,2019
602,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,20-34 TAHUN,0.0,JIWA,2019
603,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,>=35 TAHUN,6.0,JIWA,2019
604,32,JAWA BARAT,3213,KABUPATEN SUBANG,< 20 TAHUN,0.0,JIWA,2019
605,32,JAWA BARAT,3213,KABUPATEN SUBANG,20-34 TAHUN,0.0,JIWA,2019
606,32,JAWA BARAT,3213,KABUPATEN SUBANG,>=35 TAHUN,0.0,JIWA,2019
607,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,< 20 TAHUN,0.0,JIWA,2019
608,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,20-34 TAHUN,1.0,JIWA,2019
609,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,>=35 TAHUN,2.0,JIWA,2019
610,32,JAWA BARAT,3215,KABUPATEN KARAWANG,< 20 TAHUN,0.0,JIWA,2019
611,32,JAWA BARAT,3215,KABUPATEN KARAWANG,20-34 TAHUN,1.0,JIWA,2019
612,32,JAWA BARAT,3215,KABUPATEN KARAWANG,>=35 TAHUN,2.0,JIWA,2019
613,32,JAWA BARAT,3216,KABUPATEN BEKASI,< 20 TAHUN,0.0,JIWA,2019
614,32,JAWA BARAT,3216,KABUPATEN BEKASI,20-34 TAHUN,2.0,JIWA,2019
615,32,JAWA BARAT,3216,KABUPATEN BEKASI,>=35 TAHUN,0.0,JIWA,2019
616,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,< 20 TAHUN,6.0,JIWA,2019
617,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,20-34 TAHUN,2.0,JIWA,2019
618,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,>=35 TAHUN,1.0,JIWA,2019
619,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,< 20 TAHUN,0.0,JIWA,2019
620,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,20-34 TAHUN,1.0,JIWA,2019
621,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,>=35 TAHUN,0.0,JIWA,2019
622,32,JAWA BARAT,3271,KOTA BOGOR,< 20 TAHUN,0.0,JIWA,2019
623,32,JAWA BARAT,3271,KOTA BOGOR,20-34 TAHUN,4.0,JIWA,2019
624,32,JAWA BARAT,3271,KOTA BOGOR,>=35 TAHUN,0.0,JIWA,2019
625,32,JAWA BARAT,3272,KOTA SUKABUMI,< 20 TAHUN,2.0,JIWA,2019
626,32,JAWA BARAT,3272,KOTA SUKABUMI,20-34 TAHUN,1.0,JIWA,2019
627,32,JAWA BARAT,3272,KOTA SUKABUMI,>=35 TAHUN,1.0,JIWA,2019
628,32,JAWA BARAT,3273,KOTA BANDUNG,< 20 TAHUN,0.0,JIWA,2019
629,32,JAWA BARAT,3273,KOTA BANDUNG,20-34 TAHUN,4.0,JIWA,2019
630,32,JAWA BARAT,3273,KOTA BANDUNG,>=35 TAHUN,1.0,JIWA,2019
631,32,JAWA BARAT,3274,KOTA CIREBON,< 20 TAHUN,0.0,JIWA,2019
632,32,JAWA BARAT,3274,KOTA CIREBON,20-34 TAHUN,0.0,JIWA,2019
633,32,JAWA BARAT,3274,KOTA CIREBON,>=35 TAHUN,2.0,JIWA,2019
634,32,JAWA BARAT,3275,KOTA BEKASI,< 20 TAHUN,0.0,JIWA,2019
635,32,JAWA BARAT,3275,KOTA BEKASI,20-34 TAHUN,1.0,JIWA,2019
636,32,JAWA BARAT,3275,KOTA BEKASI,>=35 TAHUN,1.0,JIWA,2019
637,32,JAWA BARAT,3276,KOTA DEPOK,< 20 TAHUN,1.0,JIWA,2019
638,32,JAWA BARAT,3276,KOTA DEPOK,20-34 TAHUN,8.0,JIWA,2019
639,32,JAWA BARAT,3276,KOTA DEPOK,>=35 TAHUN,1.0,JIWA,2019
640,32,JAWA BARAT,3277,KOTA CIMAHI,< 20 TAHUN,1.0,JIWA,2019
641,32,JAWA BARAT,3277,KOTA CIMAHI,20-34 TAHUN,4.0,JIWA,2019
642,32,JAWA BARAT,3277,KOTA CIMAHI,>=35 TAHUN,0.0,JIWA,2019
643,32,JAWA BARAT,3278,KOTA TASIKMALAYA,< 20 TAHUN,1.0,JIWA,2019
644,32,JAWA BARAT,3278,KOTA TASIKMALAYA,20-34 TAHUN,0.0,JIWA,2019
645,32,JAWA BARAT,3278,KOTA TASIKMALAYA,>=35 TAHUN,1.0,JIWA,2019
646,32,JAWA BARAT,3279,KOTA BANJAR,< 20 TAHUN,0.0,JIWA,2019
647,32,JAWA BARAT,3279,KOTA BANJAR,20-34 TAHUN,1.0,JIWA,2019
648,32,JAWA BARAT,3279,KOTA BANJAR,>=35 TAHUN,0.0,JIWA,2019
